USER_ID,PATH_CATEGORY_NAME,AGE_GROUP,GENDER,REGION,YEAR_PATH_STARTED
U-1003861709080236012,Data,30-34 ans,F,Île-de-France,2024
U-6215011578456705585,Data,35-39 ans,M,Île-de-France,2022
U-855740133011487332,Data,35-39 ans,F,Île-de-France,2025
U-1023539135210168322,Data,30-34 ans,M,Nouvelle-Aquitaine,2022
U-8160179873473797857,Data,25-29 ans,M,Auvergne-Rhône-Alpes,2024
U7316084377269375608,Data,35-39 ans,M,Occitanie,2023
U-6127718079244566233,Data,35-39 ans,F,Normandie,2023
U-2348813526439359761,Data,40-44 ans,M,Auvergne-Rhône-Alpes,2023
U9085820338735635369,Data,30-34 ans,M,Provence-Alpes-Côte d'Azur,2022
U3799700737247998914,Data,25-29 ans,M,Provence-Alpes-Côte d'Azur,2023
U6344835071574128041,Data,40-44 ans,,Grand Est,2022
U6339292509334780608,Data,20-24 ans,M,Pays de la Loire,2025
U2883080483749365958,Data,45-49 ans,M,Bourgogne-Franche-Comté,2025
U-8536212854835203823,Data,35-39 ans,F,Île-de-France,2022
U5933579559280462647,Data,35-39 ans,,Normandie,2023
U5339876358893585837,Data,30-34 ans,M,Île-de-France,2022
U-2052484269608735584,Data,55-59 ans,,Île-de-France,2022
U-2077637457521780541,Data,30-34 ans,M,Provence-Alpes-Côte d'Azur,2024
U-8618520366917758169,Data,55-59 ans,M,Provence-Alpes-Côte d'Azur,2024
U8145988545827073964,Data,45-49 ans,,Auvergne-Rhône-Alpes,2022
U4499953843874055419,Data,20-24 ans,F,Île-de-France,2024
U-7701967037214350227,Data,25-29 ans,,Pays de la Loire,2022
U472791092548548851,Data,25-29 ans,M,Grand Est,2024
U3023950822099502754,Data,45-49 ans,M,Auvergne-Rhône-Alpes,2022
U-7320790171917446194,Data,35-39 ans,M,Grand Est,2022
U-6116245283879707380,Data,30-34 ans,F,Île-de-France,2024
U-3675908775783293938,Data,50-54 ans,M,Île-de-France,2022
U-956478137522474051,Data,35-39 ans,,Île-de-France,2024
U-9060063752219431504,Data,60 ans ou plus,,Île-de-France,2022
U-3134257675214452618,Data,30-34 ans,M,Grand Est,2022
U7996477702381232192,Data,35-39 ans,M,Île-de-France,2024
U4896689467329720242,Data,25-29 ans,M,Île-de-France,2024
U-1648152246962646250,Data,50-54 ans,,Île-de-France,2025
U-8707135156598101825,Data,35-39 ans,,Nouvelle-Aquitaine,2022
U2083662361787236734,Data,30-34 ans,M,Île-de-France,2022
U-1556033406573912932,Data,25-29 ans,,Normandie,2022
U-1749334960023172846,Data,35-39 ans,F,Île-de-France,2023
U-271027973423265148,Data,25-29 ans,F,Auvergne-Rhône-Alpes,2024
U-997860332905459180,Data,35-39 ans,F,Île-de-France,2023
U-1844660259603346066,Data,30-34 ans,M,Île-de-France,2022
U-283030378934500577,Data,45-49 ans,M,Île-de-France,2024
U-7327392607422719714,Data,35-39 ans,M,Île-de-France,2023
U-3836806195030643849,Data,50-54 ans,M,Provence-Alpes-Côte d'Azur,2025
U6757760391432565324,Data,30-34 ans,,Île-de-France,2025
U7287976818032781841,Data,35-39 ans,M,Île-de-France,2023
U4036315826918149146,Data,30-34 ans,,Hauts-de-France,2022
U3968053534632724391,Data,25-29 ans,M,Île-de-France,2024
U4883811952585203997,Data,35-39 ans,,Île-de-France,2023
U-6897216034926863919,Data,30-34 ans,M,Bourgogne-Franche-Comté,2024
U-842210030176508627,Data,55-59 ans,,Île-de-France,2024
U-5148228999325447548,Data,30-34 ans,F,Île-de-France,2024
U-2263424139097839476,Data,20-24 ans,M,Île-de-France,2024
U-6215190672251639755,Data,20-24 ans,M,Nouvelle-Aquitaine,2024
U-1499358648538826870,Data,30-34 ans,F,Occitanie,2025
U3894680936290995915,Data,40-44 ans,M,Île-de-France,2022
U-4181821399571284067,Data,35-39 ans,M,Auvergne-Rhône-Alpes,2022
U-1724400131549334019,Data,30-34 ans,M,Occitanie,2023
U-574840030610857136,Data,35-39 ans,,Nouvelle-Aquitaine,2022
U6092041630946026225,Data,25-29 ans,M,Grand Est,2025
U-6724425549397295556,Data,40-44 ans,,Île-de-France,2022
U2256247477247302158,Data,35-39 ans,F,Hauts-de-France,2022
U-6894544351749409264,Data,30-34 ans,F,Bourgogne-Franche-Comté,2022
U5526037935533208999,Data,30-34 ans,F,Île-de-France,2024
U-9179654709181257613,Data,30-34 ans,F,Bretagne,2022
U2720562492391503505,Data,40-44 ans,,Auvergne-Rhône-Alpes,2022
U-2863655002264339658,Data,30-34 ans,M,Hauts-de-France,2022
U7762362681029227107,Data,30-34 ans,M,Île-de-France,2022
U1061250456744126583,Data,45-49 ans,,Grand Est,2023
U-6143927775903182825,Data,35-39 ans,M,Bourgogne-Franche-Comté,2023
U-3569616945523180836,Data,30-34 ans,M,Île-de-France,2024
U-5193405091969141364,Data,40-44 ans,M,Île-de-France,2024
U3216387637215292901,Data,45-49 ans,M,Île-de-France,2022
U-5685957072916803033,Data,55-59 ans,M,Île-de-France,2025
U-8473521518613041954,Data,30-34 ans,F,Auvergne-Rhône-Alpes,2024
U4692768505188924075,Data,45-49 ans,F,Bretagne,2024
U7567482894647418643,Data,45-49 ans,M,Hauts-de-France,2025
U-5739282448780528157,Data,35-39 ans,F,Occitanie,2024
U4560246013540522932,Data,50-54 ans,M,Île-de-France,2022
U1582624567086969825,Data,30-34 ans,,Provence-Alpes-Côte d'Azur,2022
U-1366329661546834525,Data,30-34 ans,,Île-de-France,2022
U1253417426423788651,Data,35-39 ans,M,Centre-Val de Loire,2022
U-6695258869107582933,Data,25-29 ans,M,Provence-Alpes-Côte d'Azur,2025
U252432142932818132,Data,25-29 ans,M,Normandie,2022
U-885259506093251183,Data,55-59 ans,M,Bretagne,2023
U9178007426530912930,Data,30-34 ans,M,Hauts-de-France,2025
U2384245157675896771,Data,25-29 ans,,Île-de-France,2022
U-7822137355690971408,Data,50-54 ans,M,Centre-Val de Loire,2023
U3541847562934859931,Data,25-29 ans,M,Nouvelle-Aquitaine,2024
U3293285881868724931,Data,30-34 ans,,Île-de-France,2022
U7606042157817567697,Data,30-34 ans,M,Île-de-France,2023
U-7324355112923209358,Data,45-49 ans,M,Nouvelle-Aquitaine,2025
U7176624688144812594,Data,25-29 ans,M,Île-de-France,2025
U-32019849202480313,Data,35-39 ans,M,Auvergne-Rhône-Alpes,2025
U-3077888789785915845,Data,45-49 ans,M,Grand Est,2025
U-4405799100733623110,Data,30-34 ans,M,Nouvelle-Aquitaine,2025
U597895357790450900,Data,30-34 ans,F,Île-de-France,2022
U-7472617648194143479,Data,30-34 ans,M,Île-de-France,2023
U-6714632524530339741,Data,40-44 ans,M,Île-de-France,2022
U-8483281204379510627,Data,30-34 ans,M,Nouvelle-Aquitaine,2022
U9174751379408749041,Data,35-39 ans,M,Île-de-France,2023
U-7445031437372381898,Data,30-34 ans,,Provence-Alpes-Côte d'Azur,2022
U6118413248002601093,Data,50-54 ans,M,Île-de-France,2022
U-7976579523071617768,Data,25-29 ans,,Île-de-France,2022
U-8458763126207722854,Data,30-34 ans,F,Nouvelle-Aquitaine,2025
U2790815919508917802,Data,40-44 ans,M,Occitanie,2024
U-787418864973923027,Data,30-34 ans,F,Bourgogne-Franche-Comté,2025
U3260769464974810894,Data,25-29 ans,F,Provence-Alpes-Côte d'Azur,2024
U9012549265762202868,Data,25-29 ans,,Île-de-France,2023
U-4844641948702450645,Data,25-29 ans,M,Île-de-France,2022
U-4941042939694076478,Data,40-44 ans,,Occitanie,2023
U-6009769595878106542,Data,35-39 ans,,Île-de-France,2023
U-7860681395809908259,Data,35-39 ans,F,Île-de-France,2023
U2670714337491091487,Data,40-44 ans,M,Île-de-France,2025
U-419745965377995822,Data,30-34 ans,F,Hauts-de-France,2022
U-5564171748580287754,Data,25-29 ans,,Île-de-France,2022
U-7790559595954220280,Data,35-39 ans,,Auvergne-Rhône-Alpes,2022
U8723669560371543757,Data,40-44 ans,,Île-de-France,2022
U-760298692562289442,Data,45-49 ans,,Provence-Alpes-Côte d'Azur,2022
U4822054144279267441,Data,35-39 ans,M,Grand Est,2025
U-6370459609062457841,Data,50-54 ans,F,Île-de-France,2023
U5194063891378318818,Data,25-29 ans,M,Auvergne-Rhône-Alpes,2024
U-1082365393730235277,Data,25-29 ans,F,Provence-Alpes-Côte d'Azur,2023
U980251895337709815,Data,30-34 ans,,Pays de la Loire,2022
U-4628241657500045108,Data,35-39 ans,F,Île-de-France,2023
U430011837533822498,Data,40-44 ans,M,Provence-Alpes-Côte d'Azur,2023
U-160061468818042624,Data,25-29 ans,M,Île-de-France,2022
U8006589478500576361,Data,45-49 ans,F,Normandie,2022
U7863431757418085669,Data,40-44 ans,,Nouvelle-Aquitaine,2022
U7823810759252741399,Data,50-54 ans,M,Île-de-France,2022
U-8249335440188636420,Data,20-24 ans,M,Île-de-France,2022
U3347499944026150127,Data,45-49 ans,,Île-de-France,2022
U-1032522968328532419,Data,30-34 ans,M,Provence-Alpes-Côte d'Azur,2025
U-7171165726337032583,Data,35-39 ans,M,Bretagne,2022
U-5266226701529682221,Data,35-39 ans,M,Île-de-France,2024
U-6423846103777687049,Data,40-44 ans,M,Hauts-de-France,2022
U-7328456940094384819,Data,45-49 ans,F,Île-de-France,2023
U-5646282265664932115,Data,25-29 ans,F,Île-de-France,2025
U7442801504606367726,Data,30-34 ans,F,Centre-Val de Loire,2023
U3240549231682489925,Data,45-49 ans,M,Nouvelle-Aquitaine,2022
U-9156010776145131556,Data,45-49 ans,F,Île-de-France,2023
U-4405172067503911643,Data,35-39 ans,M,Provence-Alpes-Côte d'Azur,2025
U8275620277707031136,Data,45-49 ans,,Île-de-France,2023
U1976791410710243315,Data,25-29 ans,F,Île-de-France,2022
U-940342799779023520,Data,50-54 ans,M,Provence-Alpes-Côte d'Azur,2023
U-3382938365503266109,Data,35-39 ans,F,Grand Est,2025
U341514787569750030,Data,40-44 ans,F,Provence-Alpes-Côte d'Azur,2022
U1932234471188255565,Data,35-39 ans,M,Normandie,2024
U-1527402212863530607,Data,40-44 ans,M,Hauts-de-France,2023
U-377872731655892508,Data,25-29 ans,F,Auvergne-Rhône-Alpes,2023
U6232134464957055379,Data,30-34 ans,M,Bourgogne-Franche-Comté,2022
U-6207550661042479882,Data,40-44 ans,,Île-de-France,2022
U-5572874333669643768,Data,30-34 ans,F,Île-de-France,2025
U-7099120463385533564,Data,50-54 ans,,Île-de-France,2022
U-6499998433992120062,Data,40-44 ans,,Île-de-France,2023
U5773155921100671079,Data,25-29 ans,M,Auvergne-Rhône-Alpes,2025
U-7224309414977171375,Data,40-44 ans,F,Provence-Alpes-Côte d'Azur,2025
U5476332914087947832,Data,25-29 ans,,Île-de-France,2025
U437371802377612633,Data,40-44 ans,M,Occitanie,2025
U-6184054009075498990,Data,40-44 ans,F,Nouvelle-Aquitaine,2022
U1809289966313350481,Data,55-59 ans,,Auvergne-Rhône-Alpes,2023
U-2444445136478426790,Data,30-34 ans,M,Île-de-France,2022
U-8007518178161584553,Data,25-29 ans,M,Occitanie,2025
U-8552481573414935503,Data,55-59 ans,M,Occitanie,2025
U4761560441664172339,Data,35-39 ans,M,Occitanie,2024
U4437959401467723685,Data,20-24 ans,M,Nouvelle-Aquitaine,2023
U-4343157101570481654,Data,40-44 ans,F,Occitanie,2024
U-6153355056602761976,Data,35-39 ans,,Île-de-France,2022
U6650336441612878577,Data,25-29 ans,M,Île-de-France,2023
U3915710236114145276,Data,25-29 ans,M,Normandie,2022
U-4209975830749268350,Data,20-24 ans,M,Auvergne-Rhône-Alpes,2025
U2759302122116374254,Data,45-49 ans,M,Auvergne-Rhône-Alpes,2024
U-8657265460354941364,Data,25-29 ans,F,Île-de-France,2023
U6380069088623805945,Data,35-39 ans,,Nouvelle-Aquitaine,2025
U-8592234804862608278,Data,40-44 ans,M,Île-de-France,2023
U7033876816738071288,Data,30-34 ans,M,Provence-Alpes-Côte d'Azur,2022
U3270140181332481215,Data,50-54 ans,F,Occitanie,2025
U4361765522096220151,Data,40-44 ans,,Île-de-France,2023
U-3931225736005305697,Data,45-49 ans,,Île-de-France,2023
U6907254805957978320,Data,35-39 ans,F,Occitanie,2022
U5240317638036209367,Data,25-29 ans,M,Bourgogne-Franche-Comté,2023
U-3484675537873566981,Data,40-44 ans,F,Hauts-de-France,2022
U-2299312801918851725,Data,50-54 ans,M,Île-de-France,2025
U-196391768836317982,Data,55-59 ans,M,Grand Est,2022
U-8495026056227524789,Data,35-39 ans,,Île-de-France,2022
U-2476159263509808300,Data,30-34 ans,M,Île-de-France,2025
U3718571631662412933,Data,25-29 ans,,Occitanie,2023
U6621321649545091968,Data,35-39 ans,M,Auvergne-Rhône-Alpes,2022
U-2275678426457645488,Data,30-34 ans,M,Île-de-France,2025
U-2700472247452494702,Data,35-39 ans,M,Occitanie,2022
U-6954026867778856852,Data,40-44 ans,,Pays de la Loire,2022
U6448580708671788207,Data,30-34 ans,M,Île-de-France,2022
U3170367706207700209,Data,40-44 ans,M,Occitanie,2022
U8603487024075989917,Data,50-54 ans,M,Bretagne,2025
U4107891849782500145,Data,35-39 ans,F,Île-de-France,2024
U-1280501733709797385,Data,25-29 ans,F,Île-de-France,2023
U-3880627967059705208,Data,45-49 ans,M,Provence-Alpes-Côte d'Azur,2025
U5587958042512521984,Data,40-44 ans,M,Île-de-France,2022
U-4442684449837779868,Data,30-34 ans,F,DROM,2025
U4067372804127860986,Data,30-34 ans,M,Île-de-France,2022
U-4184234485146367891,Data,25-29 ans,F,Île-de-France,2025
U-3326045316892459248,Data,25-29 ans,F,Île-de-France,2024
U5439720165683617222,Data,45-49 ans,M,Île-de-France,2022
U-6100594173496300614,Data,40-44 ans,M,Île-de-France,2022
U-850076197121424051,Data,25-29 ans,M,Bretagne,2024
U-1559504702228298533,Data,25-29 ans,M,Île-de-France,2023
U-2435769387771544919,Data,50-54 ans,,Bretagne,2023
U2404019507905051676,Data,30-34 ans,M,Auvergne-Rhône-Alpes,2025
U1149234085756140566,Data,20-24 ans,F,Occitanie,2025
U-614359156876190411,Data,30-34 ans,M,Bretagne,2022
U-1119820227237234049,Data,25-29 ans,,Île-de-France,2023
U-4044669598816041875,Data,40-44 ans,M,Occitanie,2022
U-2127607362749670588,Data,40-44 ans,F,Île-de-France,2022
U1213940455107586386,Data,60 ans ou plus,,Île-de-France,2023
U-4524533069670472882,Data,40-44 ans,F,Île-de-France,2025
U7109232394491822326,Data,25-29 ans,M,Occitanie,2023
U-1736376631165220135,Data,30-34 ans,,Île-de-France,2022
U2463807563284531109,Data,35-39 ans,M,Pays de la Loire,2022
U7376286229781724948,Data,30-34 ans,M,Auvergne-Rhône-Alpes,2023
U9024862729557421013,Data,40-44 ans,,Île-de-France,2023
U-6937361838402762796,Data,25-29 ans,,Provence-Alpes-Côte d'Azur,2024
U7316084377269375608,Data,35-39 ans,M,Occitanie,2022
U-4003351591094354875,Data,25-29 ans,M,Auvergne-Rhône-Alpes,2024
U-7562287633777914118,Data,35-39 ans,M,Île-de-France,2023
U2543424095597806606,Data,35-39 ans,M,Île-de-France,2022
U-1093533386691472003,Data,40-44 ans,M,Hauts-de-France,2022
U-5907195426293447473,Data,30-34 ans,,Île-de-France,2023
U-5588853888812669144,Data,30-34 ans,M,Auvergne-Rhône-Alpes,2022
U645914717351779425,Data,55-59 ans,,Île-de-France,2022
U-8493394780057559567,Data,55-59 ans,,Île-de-France,2023
U-6858527168981799668,Data,45-49 ans,M,Île-de-France,2024
U6403002892707536319,Data,35-39 ans,M,Nouvelle-Aquitaine,2022
U-1735683008822617023,Data,35-39 ans,M,Centre-Val de Loire,2024
U5438929595190475023,Data,30-34 ans,,Auvergne-Rhône-Alpes,2022
U-7741357904441489629,Data,35-39 ans,F,Île-de-France,2023
U-4482351175949788720,Data,30-34 ans,F,Hauts-de-France,2022
U1217521072695281159,Data,35-39 ans,,Hauts-de-France,2022
U-3867117802958667532,Data,50-54 ans,,Auvergne-Rhône-Alpes,2023
U-5925235888287810082,Data,25-29 ans,M,Auvergne-Rhône-Alpes,2025
U-1694473971440353996,Data,25-29 ans,,Hauts-de-France,2023
U-9219802831569978519,Data,45-49 ans,F,Provence-Alpes-Côte d'Azur,2025
U8593489088648870377,Data,30-34 ans,M,Île-de-France,2022
U-1322317789246122160,Data,30-34 ans,,Auvergne-Rhône-Alpes,2023
U-720976300544381019,Data,35-39 ans,,Nouvelle-Aquitaine,2024
U7278549092643904066,Data,30-34 ans,M,Île-de-France,2023
U-2539177472224225828,Data,25-29 ans,,Nouvelle-Aquitaine,2025
U-2534987711240035084,Data,30-34 ans,M,Île-de-France,2022
U-1974536248374817259,Data,25-29 ans,,Normandie,2022
U-1870851246711160372,Data,35-39 ans,M,Pays de la Loire,2022
U-5945673424654008058,Data,40-44 ans,F,Île-de-France,2022
U-6302823979164655337,Data,20-24 ans,M,Île-de-France,2025
U1708388149848831288,Data,50-54 ans,F,Pays de la Loire,2022
U-5690170042974787608,Data,30-34 ans,M,Île-de-France,2023
U-4327943153376505750,Data,55-59 ans,M,Auvergne-Rhône-Alpes,2025
U5124802771326416079,Data,25-29 ans,F,Île-de-France,2025
U-128954801625979662,Data,35-39 ans,M,Grand Est,2022
U-6727036440702377229,Data,25-29 ans,M,Grand Est,2023
U2403588585099423332,Data,25-29 ans,M,Île-de-France,2025
U2093331288087417241,Data,40-44 ans,M,Île-de-France,2023
U-7542724903823998785,Data,45-49 ans,M,Occitanie,2022
U-5204606027653547848,Data,45-49 ans,M,Provence-Alpes-Côte d'Azur,2025
U3540381825600447705,Data,25-29 ans,M,Île-de-France,2023
U7599771817815792832,Data,50-54 ans,F,Occitanie,2024
U3729587733258163944,Data,50-54 ans,F,Nouvelle-Aquitaine,2022
U850801921061724605,Data,35-39 ans,M,Hauts-de-France,2022
U-1808135588768782466,Data,45-49 ans,,Île-de-France,2023
U7588356343708904168,Data,35-39 ans,M,Occitanie,2022
U2446243532304707371,Data,40-44 ans,,Auvergne-Rhône-Alpes,2023
U6825219063885261046,Data,45-49 ans,M,Île-de-France,2025
U-260385803995738770,Data,25-29 ans,M,Provence-Alpes-Côte d'Azur,2025
U403209264517034255,Data,35-39 ans,F,Île-de-France,2023
U-6569743066634290156,Data,30-34 ans,M,Île-de-France,2023
U36101382133703983,Data,30-34 ans,M,Nouvelle-Aquitaine,2023
U-1239033034392348918,Data,25-29 ans,M,Île-de-France,2022
U-245921282885107164,Data,30-34 ans,M,Île-de-France,2024
U275188735632607669,Data,35-39 ans,M,Bretagne,2024
U7353635067409722253,Data,30-34 ans,,Hauts-de-France,2023
U-6099765203395820694,Data,35-39 ans,,Auvergne-Rhône-Alpes,2022
U7776926529680052163,Data,40-44 ans,,Île-de-France,2022
U1689650390724062855,Data,25-29 ans,M,Île-de-France,2023
U-7759318419813125111,Data,30-34 ans,M,Occitanie,2024
U-3965115916196174941,Data,50-54 ans,M,Île-de-France,2022
U6257331998919658345,Data,25-29 ans,M,Occitanie,2025
U-2150864511261662118,Data,25-29 ans,M,Île-de-France,2023
U5951316066151273865,Data,25-29 ans,F,Provence-Alpes-Côte d'Azur,2022
U-7929040190904096493,Data,25-29 ans,,Nouvelle-Aquitaine,2022
U143090978754078058,Data,50-54 ans,M,Nouvelle-Aquitaine,2024
U-210434267889715226,Data,35-39 ans,M,Occitanie,2022
U-8873400726548691055,Data,25-29 ans,M,Normandie,2022
U7641129830576896866,Data,30-34 ans,,Île-de-France,2025
U-2002762041929141439,Data,25-29 ans,,Nouvelle-Aquitaine,2022
U8383551364603362964,Data,35-39 ans,,Île-de-France,2024
U2901689634650409245,Data,20-24 ans,,Grand Est,2025
U3426192338719848357,Data,60 ans ou plus,M,Auvergne-Rhône-Alpes,2024
U4489155585847714470,Data,25-29 ans,M,Grand Est,2022
U-6395878131110004601,Data,30-34 ans,M,Pays de la Loire,2025
U-194490214512207547,Data,35-39 ans,,Île-de-France,2022
U-9094343997844184953,Data,45-49 ans,M,Occitanie,2025
U-6179606084334061994,Data,35-39 ans,,Île-de-France,2023
U-742776768715652168,Data,25-29 ans,M,Provence-Alpes-Côte d'Azur,2023
U-2011181065961605961,Data,35-39 ans,M,Île-de-France,2023
U2986723210131728078,Data,25-29 ans,F,Auvergne-Rhône-Alpes,2025
U3663998378981053951,Data,45-49 ans,M,Occitanie,2022
U-7043915493764418483,Data,25-29 ans,F,Île-de-France,2022
U3943579866024834722,Data,35-39 ans,,Normandie,2023
U7248618488134035178,Data,35-39 ans,,Île-de-France,2023
U-9115692744609504011,Data,25-29 ans,F,Occitanie,2022
U-999270088027449091,Data,45-49 ans,M,Île-de-France,2022
U-7415094970764810178,Data,50-54 ans,M,Nouvelle-Aquitaine,2024
U-6916091860807207257,Data,30-34 ans,,Île-de-France,2023
U-4738616849118955608,Data,25-29 ans,,Île-de-France,2022
U-4429233502997490433,Data,30-34 ans,F,Île-de-France,2025
U-1195504858519627180,Data,25-29 ans,M,Île-de-France,2024
U-3560626941621581168,Data,20-24 ans,M,Bretagne,2025
U-2598263288356386305,Data,30-34 ans,M,Hauts-de-France,2023
U4263253114686086051,Data,35-39 ans,M,Nouvelle-Aquitaine,2023
U-3432751956803903047,Data,30-34 ans,F,Hauts-de-France,2022
U-475437823557289330,Data,30-34 ans,F,Auvergne-Rhône-Alpes,2022
U-3313082457272022699,Data,45-49 ans,M,Île-de-France,2022
U-4146579789534920271,Data,20-24 ans,F,Île-de-France,2025
U7584099424482268049,Data,35-39 ans,,Provence-Alpes-Côte d'Azur,2022
U6648279788725519432,Data,50-54 ans,M,Île-de-France,2025
U5628194237170439340,Data,25-29 ans,M,Île-de-France,2024
U-9062063212260243604,Data,40-44 ans,M,Île-de-France,2022
U3635615436363467374,Data,25-29 ans,F,Île-de-France,2022
U-4739562971530308853,Data,55-59 ans,M,Centre-Val de Loire,2024
U-4153871098809918761,Data,30-34 ans,,Île-de-France,2024
U1253277845542547890,Data,35-39 ans,M,Bourgogne-Franche-Comté,2025
U6471065384628125437,Data,45-49 ans,,Grand Est,2023
U-756785755856325460,Data,30-34 ans,M,Île-de-France,2023
U3655718540620662799,Data,35-39 ans,M,Auvergne-Rhône-Alpes,2024
U-2485196574721927545,Data,25-29 ans,,Île-de-France,2023
U-8452908459724738366,Data,40-44 ans,F,Île-de-France,2024
U-4554885710211773500,Data,30-34 ans,F,Grand Est,2024
U-8034288795805899028,Data,30-34 ans,F,Centre-Val de Loire,2022
U1563587472551016043,Data,30-34 ans,,Auvergne-Rhône-Alpes,2022
U6087071392177059211,Data,35-39 ans,F,Normandie,2023
U4361765522096220151,Data,40-44 ans,,Île-de-France,2024
U7446529727933980142,Data,30-34 ans,,Occitanie,2022
U1193209668280953721,Data,30-34 ans,F,Pays de la Loire,2024
U-8367381162239590076,Data,40-44 ans,M,Hauts-de-France,2025
U-4235805446666171584,Data,20-24 ans,M,Centre-Val de Loire,2022
U141483565801232874,Data,40-44 ans,M,Normandie,2025
U-6092436774199868031,Data,35-39 ans,M,Occitanie,2025
U-7792914612817497065,Data,40-44 ans,,Auvergne-Rhône-Alpes,2023
U-8446898164016289355,Data,50-54 ans,M,Auvergne-Rhône-Alpes,2024
U-6569743066634290156,Data,30-34 ans,M,Île-de-France,2022
U-3055171973344055136,Data,25-29 ans,M,Île-de-France,2024
U-1587341995277127126,Data,25-29 ans,,Bretagne,2023
U-6528319416960517899,Data,35-39 ans,M,Île-de-France,2022
U5950216443161238183,Data,30-34 ans,M,Île-de-France,2022
U7553161786898082411,Data,40-44 ans,M,Île-de-France,2024
U-5924808997874569823,Data,55-59 ans,,Île-de-France,2022
U-2687087689182648544,Data,30-34 ans,M,Île-de-France,2022
U-8463486207860051362,Data,25-29 ans,M,Grand Est,2023
U1822727729443993835,Data,35-39 ans,,Normandie,2022
U281847773620262237,Data,25-29 ans,M,Occitanie,2022
U-6501551008694642575,Data,30-34 ans,F,Provence-Alpes-Côte d'Azur,2023
U3238232837117274617,Data,25-29 ans,M,Île-de-France,2025
U-8182752197417639707,Data,60 ans ou plus,,Provence-Alpes-Côte d'Azur,2023
U-2301612385127376176,Data,40-44 ans,F,Hauts-de-France,2023
U1490344267366270109,Data,30-34 ans,M,Grand Est,2022
U6595350690901341821,Data,35-39 ans,M,Provence-Alpes-Côte d'Azur,2024
U-9119071759396821352,Data,35-39 ans,F,Normandie,2024
U5058896106467668946,Data,25-29 ans,,Auvergne-Rhône-Alpes,2022
U-694654296250307584,Data,25-29 ans,M,Auvergne-Rhône-Alpes,2025
U-2471553815775664438,Data,25-29 ans,M,Occitanie,2024
U873642539066910070,Data,40-44 ans,M,Grand Est,2025
U1005721581034506032,Data,50-54 ans,F,Centre-Val de Loire,2025
U-9031557542815540418,Data,40-44 ans,,Occitanie,2023
U3365124968667030210,Data,30-34 ans,,Grand Est,2022
U-1880755868922456718,Data,55-59 ans,,Nouvelle-Aquitaine,2022
U-9223346623322547183,Data,35-39 ans,,Pays de la Loire,2023
U9208229400783249803,Data,30-34 ans,,Île-de-France,2023
U-7540612336845370840,Data,40-44 ans,F,Provence-Alpes-Côte d'Azur,2025
U3987700477222173237,Data,45-49 ans,,Auvergne-Rhône-Alpes,2022
U-5054100458274156791,Data,30-34 ans,M,Île-de-France,2022
U956017715555051163,Data,35-39 ans,M,Île-de-France,2022
U8705508607845015011,Data,40-44 ans,F,Île-de-France,2023
U7839849739574755354,Data,25-29 ans,M,Île-de-France,2024
U-1429766306805660103,Data,25-29 ans,M,Île-de-France,2022
U-3933587625814128390,Data,40-44 ans,M,Auvergne-Rhône-Alpes,2025
U1169449500310882163,Data,50-54 ans,M,Hauts-de-France,2023
U1586364049757110049,Data,35-39 ans,M,Île-de-France,2024
U8420415455188374649,Data,25-29 ans,,Occitanie,2023
U-318526261337000602,Data,30-34 ans,M,Hauts-de-France,2022
U-7000653266605173678,Data,30-34 ans,,Hauts-de-France,2022
U403296691965875599,Data,35-39 ans,F,Île-de-France,2022
U-1901617414014774737,Data,25-29 ans,M,Hauts-de-France,2023
U1338041086985204851,Data,55-59 ans,F,Nouvelle-Aquitaine,2025
U6591456133027463689,Data,35-39 ans,,Hauts-de-France,2024
U4890786549394943623,Data,45-49 ans,F,Occitanie,2025
U-7766100485724221785,Data,30-34 ans,,Île-de-France,2022
U8166127288046880885,Data,35-39 ans,,Pays de la Loire,2022
U5480380743682670528,Data,25-29 ans,F,Île-de-France,2024
U-5363387144658002314,Data,30-34 ans,M,Île-de-France,2023
U8032640623205845997,Data,40-44 ans,F,Île-de-France,2022
U-32891246653233428,Data,35-39 ans,F,Grand Est,2023
U-2502002118173326324,Data,35-39 ans,F,DROM,2023
U-804247968697462530,Data,35-39 ans,F,Hauts-de-France,2024
U-8286267888701370257,Data,40-44 ans,,Nouvelle-Aquitaine,2023
U-4433129803768051036,Data,55-59 ans,,Grand Est,2022
U-5673359322462154101,Data,35-39 ans,M,Île-de-France,2023
U7228144416731571358,Data,45-49 ans,M,Île-de-France,2023
U2589726384785958371,Data,25-29 ans,M,Auvergne-Rhône-Alpes,2023
U-6780708989696463708,Data,50-54 ans,,Auvergne-Rhône-Alpes,2022
U3828943458147079840,Data,25-29 ans,M,Grand Est,2024
U-2405098111972787062,Data,55-59 ans,M,Auvergne-Rhône-Alpes,2022
U4124851270337412861,Data,20-24 ans,M,Bretagne,2024
U-5097482332308034298,Data,40-44 ans,F,Nouvelle-Aquitaine,2022
U4161962311062109967,Data,20-24 ans,M,Île-de-France,2024
U-7820478823221654729,Data,35-39 ans,M,Hauts-de-France,2023
U7731198070332582004,Data,30-34 ans,F,Bretagne,2022
U6780722786779975166,Data,25-29 ans,M,Île-de-France,2024
U-3862862426516019052,Data,35-39 ans,M,Île-de-France,2025
U3595288669361733238,Data,30-34 ans,,Île-de-France,2022
