Code_dep_code_commune;reg_code;reg_nom;aca_nom;dep_nom;com_nom_maj_court;dep_code;dep_nom_num
14190;28;Normandie;Normandie;Calvados;COURCY;14;Calvados (14)
14191;28;Normandie;Normandie;Calvados;COURSEULLES SUR MER;14;Calvados (14)
14192;28;Normandie;Normandie;Calvados;COURSON;14;Calvados (14)
14193;28;Normandie;Normandie;Calvados;COURTONNE LA MEURDRAC;14;Calvados (14)
14194;28;Normandie;Normandie;Calvados;COURTONNE LES DEUX EGLISES;14;Calvados (14)
14195;28;Normandie;Normandie;Calvados;COURVAUDON;14;Calvados (14)
14196;28;Normandie;Normandie;Calvados;CREPON;14;Calvados (14)
14197;28;Normandie;Normandie;Calvados;CRESSERONS;14;Calvados (14)
14198;28;Normandie;Normandie;Calvados;CRESSEVEUILLE;14;Calvados (14)
14199;28;Normandie;Normandie;Calvados;LA CRESSONNIERE;14;Calvados (14)
14200;28;Normandie;Normandie;Calvados;CREULLY;14;Calvados (14)
14201;28;Normandie;Normandie;Calvados;CREVECOEUR EN AUGE;14;Calvados (14)
14202;28;Normandie;Normandie;Calvados;CRICQUEBOEUF;14;Calvados (14)
14203;28;Normandie;Normandie;Calvados;CRICQUEVILLE EN AUGE;14;Calvados (14)
14204;28;Normandie;Normandie;Calvados;CRICQUEVILLE EN BESSIN;14;Calvados (14)
14205;28;Normandie;Normandie;Calvados;CRISTOT;14;Calvados (14)
14206;28;Normandie;Normandie;Calvados;CROCY;14;Calvados (14)
14207;28;Normandie;Normandie;Calvados;CROISILLES;14;Calvados (14)
14208;28;Normandie;Normandie;Calvados;CROISSANVILLE;14;Calvados (14)
14209;28;Normandie;Normandie;Calvados;CROUAY;14;Calvados (14)
14210;28;Normandie;Normandie;Calvados;LA CROUPTE;14;Calvados (14)
14211;28;Normandie;Normandie;Calvados;CULEY LE PATRY;14;Calvados (14)
14212;28;Normandie;Normandie;Calvados;CULLY;14;Calvados (14)
14213;28;Normandie;Normandie;Calvados;CURCY SUR ORNE;14;Calvados (14)
14214;28;Normandie;Normandie;Calvados;CUSSY;14;Calvados (14)
14215;28;Normandie;Normandie;Calvados;CUVERVILLE;14;Calvados (14)
14216;28;Normandie;Normandie;Calvados;DAMBLAINVILLE;14;Calvados (14)
14217;28;Normandie;Normandie;Calvados;DAMPIERRE;14;Calvados (14)
14218;28;Normandie;Normandie;Calvados;DANESTAL;14;Calvados (14)
14219;28;Normandie;Normandie;Calvados;DANVOU LA FERRIERE;14;Calvados (14)
14220;28;Normandie;Normandie;Calvados;DEAUVILLE;14;Calvados (14)
14221;28;Normandie;Normandie;Calvados;DEMOUVILLE;14;Calvados (14)
14222;28;Normandie;Normandie;Calvados;LE DESERT;14;Calvados (14)
14223;28;Normandie;Normandie;Calvados;LE DETROIT;14;Calvados (14)
14224;28;Normandie;Normandie;Calvados;DEUX JUMEAUX;14;Calvados (14)
14225;28;Normandie;Normandie;Calvados;DIVES SUR MER;14;Calvados (14)
14226;28;Normandie;Normandie;Calvados;DONNAY;14;Calvados (14)
14227;28;Normandie;Normandie;Calvados;DOUVILLE EN AUGE;14;Calvados (14)
14228;28;Normandie;Normandie;Calvados;DOUVRES LA DELIVRANDE;14;Calvados (14)
14229;28;Normandie;Normandie;Calvados;DOZULE;14;Calvados (14)
14230;28;Normandie;Normandie;Calvados;DRUBEC;14;Calvados (14)
14231;28;Normandie;Normandie;Calvados;BEAUFOUR DRUVAL;14;Calvados (14)
14232;28;Normandie;Normandie;Calvados;DUCY STE MARGUERITE;14;Calvados (14)
14233;28;Normandie;Normandie;Calvados;ECAJEUL;14;Calvados (14)
14234;28;Normandie;Normandie;Calvados;ECOTS;14;Calvados (14)
14235;28;Normandie;Normandie;Calvados;ECRAMMEVILLE;14;Calvados (14)
14236;28;Normandie;Normandie;Calvados;ELLON;14;Calvados (14)
14237;28;Normandie;Normandie;Calvados;EMIEVILLE;14;Calvados (14)
14238;28;Normandie;Normandie;Calvados;ENGLESQUEVILLE EN AUGE;14;Calvados (14)
14239;28;Normandie;Normandie;Calvados;ENGLESQUEVILLE LA PERCEE;14;Calvados (14)
14240;28;Normandie;Normandie;Calvados;EPANEY;14;Calvados (14)
14241;28;Normandie;Normandie;Calvados;EPINAY SUR ODON;14;Calvados (14)
14242;28;Normandie;Normandie;Calvados;EPRON;14;Calvados (14)
14243;28;Normandie;Normandie;Calvados;EQUEMAUVILLE;14;Calvados (14)
14244;28;Normandie;Normandie;Calvados;ERAINES;14;Calvados (14)
14245;28;Normandie;Normandie;Calvados;ERNES;14;Calvados (14)
14246;28;Normandie;Normandie;Calvados;ESCOVILLE;14;Calvados (14)
14247;28;Normandie;Normandie;Calvados;ESCURES SUR FAVIERES;14;Calvados (14)
14248;28;Normandie;Normandie;Calvados;ESPINS;14;Calvados (14)
14249;28;Normandie;Normandie;Calvados;ESQUAY NOTRE DAME;14;Calvados (14)
14250;28;Normandie;Normandie;Calvados;ESQUAY SUR SEULLES;14;Calvados (14)
14251;28;Normandie;Normandie;Calvados;ESSON;14;Calvados (14)
14252;28;Normandie;Normandie;Calvados;ESTREES LA CAMPAGNE;14;Calvados (14)
14253;28;Normandie;Normandie;Calvados;ESTRY;14;Calvados (14)
14254;28;Normandie;Normandie;Calvados;ETERVILLE;14;Calvados (14)
14255;28;Normandie;Normandie;Calvados;ETOUVY;14;Calvados (14)
14256;28;Normandie;Normandie;Calvados;ETREHAM;14;Calvados (14)
14257;28;Normandie;Normandie;Calvados;EVRECY;14;Calvados (14)
14258;28;Normandie;Normandie;Calvados;FALAISE;14;Calvados (14)
14259;28;Normandie;Normandie;Calvados;FAMILLY;14;Calvados (14)
14260;28;Normandie;Normandie;Calvados;FAUGUERNON;14;Calvados (14)
14261;28;Normandie;Normandie;Calvados;LE FAULQ;14;Calvados (14)
14262;28;Normandie;Normandie;Calvados;LA FERRIERE AU DOYEN;14;Calvados (14)
14263;28;Normandie;Normandie;Calvados;LA FERRIERE DUVAL;14;Calvados (14)
14264;28;Normandie;Normandie;Calvados;LA FERRIERE HARANG;14;Calvados (14)
14265;28;Normandie;Normandie;Calvados;FERVAQUES;14;Calvados (14)
14266;28;Normandie;Normandie;Calvados;FEUGUEROLLES BULLY;14;Calvados (14)
14267;28;Normandie;Normandie;Calvados;FEUGUEROLLES SUR SEULLES;14;Calvados (14)
14268;28;Normandie;Normandie;Calvados;FIERVILLE BRAY;14;Calvados (14)
14269;28;Normandie;Normandie;Calvados;FIERVILLE LES PARCS;14;Calvados (14)
14270;28;Normandie;Normandie;Calvados;FIRFOL;14;Calvados (14)
14271;28;Normandie;Normandie;Calvados;FLEURY SUR ORNE;14;Calvados (14)
14272;28;Normandie;Normandie;Calvados;LA FOLIE;14;Calvados (14)
14273;28;Normandie;Normandie;Calvados;LA FOLLETIERE ABENON;14;Calvados (14)
14274;28;Normandie;Normandie;Calvados;FONTAINE ETOUPEFOUR;14;Calvados (14)
14275;28;Normandie;Normandie;Calvados;FONTAINE HENRY;14;Calvados (14)
14276;28;Normandie;Normandie;Calvados;FONTAINE LE PIN;14;Calvados (14)
14277;28;Normandie;Normandie;Calvados;FONTENAY LE MARMION;14;Calvados (14)
14278;28;Normandie;Normandie;Calvados;FONTENAY LE PESNEL;14;Calvados (14)
14279;28;Normandie;Normandie;Calvados;FONTENERMONT;14;Calvados (14)
14280;28;Normandie;Normandie;Calvados;FORMENTIN;14;Calvados (14)
14281;28;Normandie;Normandie;Calvados;FORMIGNY;14;Calvados (14)
14282;28;Normandie;Normandie;Calvados;FOULOGNES;14;Calvados (14)
14283;28;Normandie;Normandie;Calvados;FOURCHES;14;Calvados (14)
14284;28;Normandie;Normandie;Calvados;FOURNEAUX LE VAL;14;Calvados (14)
14285;28;Normandie;Normandie;Calvados;LE FOURNET;14;Calvados (14)
14286;28;Normandie;Normandie;Calvados;FOURNEVILLE;14;Calvados (14)
14287;28;Normandie;Normandie;Calvados;FRENOUVILLE;14;Calvados (14)
14288;28;Normandie;Normandie;Calvados;LE FRESNE CAMILLY;14;Calvados (14)
14289;28;Normandie;Normandie;Calvados;FRESNE LA MERE;14;Calvados (14)
14290;28;Normandie;Normandie;Calvados;FRESNEY LE PUCEUX;14;Calvados (14)
14291;28;Normandie;Normandie;Calvados;FRESNEY LE VIEUX;14;Calvados (14)
14292;28;Normandie;Normandie;Calvados;FRIARDEL;14;Calvados (14)
14293;28;Normandie;Normandie;Calvados;FUMICHON;14;Calvados (14)
14294;28;Normandie;Normandie;Calvados;GARCELLES SECQUEVILLE;14;Calvados (14)
14295;28;Normandie;Normandie;Calvados;GARNETOT;14;Calvados (14)
14296;28;Normandie;Normandie;Calvados;LE GAST;14;Calvados (14)
14297;28;Normandie;Normandie;Calvados;GAVRUS;14;Calvados (14)
14298;28;Normandie;Normandie;Calvados;GEFOSSE FONTENAY;14;Calvados (14)
14299;28;Normandie;Normandie;Calvados;GENNEVILLE;14;Calvados (14)
14300;28;Normandie;Normandie;Calvados;GERROTS;14;Calvados (14)
14301;28;Normandie;Normandie;Calvados;GIBERVILLE;14;Calvados (14)
14302;28;Normandie;Normandie;Calvados;GLANVILLE;14;Calvados (14)
14303;28;Normandie;Normandie;Calvados;GLOS;14;Calvados (14)
14304;28;Normandie;Normandie;Calvados;GONNEVILLE SUR HONFLEUR;14;Calvados (14)
14305;28;Normandie;Normandie;Calvados;GONNEVILLE SUR MER;14;Calvados (14)
14306;28;Normandie;Normandie;Calvados;GONNEVILLE EN AUGE;14;Calvados (14)
14307;28;Normandie;Normandie;Calvados;GOUPILLIERES;14;Calvados (14)
14308;28;Normandie;Normandie;Calvados;GOUSTRANVILLE;14;Calvados (14)
14309;28;Normandie;Normandie;Calvados;GOUVIX;14;Calvados (14)
14310;28;Normandie;Normandie;Calvados;GRAINVILLE LANGANNERIE;14;Calvados (14)
14311;28;Normandie;Normandie;Calvados;GRAINVILLE SUR ODON;14;Calvados (14)
14312;28;Normandie;Normandie;Calvados;GRANDCAMP MAISY;14;Calvados (14)
14313;28;Normandie;Normandie;Calvados;GRANDCHAMP LE CHATEAU;14;Calvados (14)
14314;28;Normandie;Normandie;Calvados;GRANDMESNIL;14;Calvados (14)
14315;28;Normandie;Normandie;Calvados;GRANDOUET;14;Calvados (14)
14316;28;Normandie;Normandie;Calvados;GRANGUES;14;Calvados (14)
14317;28;Normandie;Normandie;Calvados;LA GRAVERIE;14;Calvados (14)
14318;28;Normandie;Normandie;Calvados;GRAYE SUR MER;14;Calvados (14)
14319;28;Normandie;Normandie;Calvados;GRENTHEVILLE;14;Calvados (14)
14320;28;Normandie;Normandie;Calvados;GRIMBOSQ;14;Calvados (14)
14321;28;Normandie;Normandie;Calvados;GRISY;14;Calvados (14)
14322;28;Normandie;Normandie;Calvados;GUERON;14;Calvados (14)
14323;28;Normandie;Normandie;Calvados;LE HAM;14;Calvados (14)
14324;28;Normandie;Normandie;Calvados;HAMARS;14;Calvados (14)
14325;28;Normandie;Normandie;Calvados;HERMANVILLE SUR MER;14;Calvados (14)
14326;28;Normandie;Normandie;Calvados;HERMIVAL LES VAUX;14;Calvados (14)
14327;28;Normandie;Normandie;Calvados;HEROUVILLE ST CLAIR;14;Calvados (14)
14328;28;Normandie;Normandie;Calvados;HEROUVILLETTE;14;Calvados (14)
14329;28;Normandie;Normandie;Calvados;HEULAND;14;Calvados (14)
14330;28;Normandie;Normandie;Calvados;HEURTEVENT;14;Calvados (14)
14331;28;Normandie;Normandie;Calvados;HIEVILLE;14;Calvados (14)
14332;28;Normandie;Normandie;Calvados;LA HOGUETTE;14;Calvados (14)
14333;28;Normandie;Normandie;Calvados;HONFLEUR;14;Calvados (14)
14334;28;Normandie;Normandie;Calvados;L HOTELLERIE;14;Calvados (14)
14335;28;Normandie;Normandie;Calvados;HOTOT EN AUGE;14;Calvados (14)
14336;28;Normandie;Normandie;Calvados;HOTTOT LES BAGUES;14;Calvados (14)
14337;28;Normandie;Normandie;Calvados;LA HOUBLONNIERE;14;Calvados (14)
14338;28;Normandie;Normandie;Calvados;HOULGATE;14;Calvados (14)
14339;28;Normandie;Normandie;Calvados;HUBERT FOLIE;14;Calvados (14)
14340;28;Normandie;Normandie;Calvados;HUPPAIN;14;Calvados (14)
14341;28;Normandie;Normandie;Calvados;IFS;14;Calvados (14)
14342;28;Normandie;Normandie;Calvados;ISIGNY SUR MER;14;Calvados (14)
14343;28;Normandie;Normandie;Calvados;LES ISLES BARDEL;14;Calvados (14)
14344;28;Normandie;Normandie;Calvados;JANVILLE;14;Calvados (14)
14345;28;Normandie;Normandie;Calvados;JORT;14;Calvados (14)
14346;28;Normandie;Normandie;Calvados;JUAYE MONDAYE;14;Calvados (14)
14347;28;Normandie;Normandie;Calvados;JURQUES;14;Calvados (14)
14348;28;Normandie;Normandie;Calvados;JUVIGNY SUR SEULLES;14;Calvados (14)
14349;28;Normandie;Normandie;Calvados;LAIZE LA VILLE;14;Calvados (14)
14350;28;Normandie;Normandie;Calvados;LA LANDE SUR DROME;14;Calvados (14)
14351;28;Normandie;Normandie;Calvados;LA LANDE VAUMONT;14;Calvados (14)
14352;28;Normandie;Normandie;Calvados;LANDELLES ET COUPIGNY;14;Calvados (14)
14353;28;Normandie;Normandie;Calvados;LANDES SUR AJON;14;Calvados (14)
14354;28;Normandie;Normandie;Calvados;LANGRUNE SUR MER;14;Calvados (14)
14355;28;Normandie;Normandie;Calvados;LANTHEUIL;14;Calvados (14)
14356;28;Normandie;Normandie;Calvados;LASSON;14;Calvados (14)
14357;28;Normandie;Normandie;Calvados;LASSY;14;Calvados (14)
14358;28;Normandie;Normandie;Calvados;LEAUPARTIE;14;Calvados (14)
14359;28;Normandie;Normandie;Calvados;LECAUDE;14;Calvados (14)
14360;28;Normandie;Normandie;Calvados;LEFFARD;14;Calvados (14)
14361;28;Normandie;Normandie;Calvados;LENAULT;14;Calvados (14)
14362;28;Normandie;Normandie;Calvados;LESSARD ET LE CHENE;14;Calvados (14)
14363;28;Normandie;Normandie;Calvados;LIEURY;14;Calvados (14)
14364;28;Normandie;Normandie;Calvados;LINGEVRES;14;Calvados (14)
14365;28;Normandie;Normandie;Calvados;LION SUR MER;14;Calvados (14)
14366;28;Normandie;Normandie;Calvados;LISIEUX;14;Calvados (14)
14367;28;Normandie;Normandie;Calvados;LISON;14;Calvados (14)
14368;28;Normandie;Normandie;Calvados;LISORES;14;Calvados (14)
14369;28;Normandie;Normandie;Calvados;LITTEAU;14;Calvados (14)
14370;28;Normandie;Normandie;Calvados;LE MOLAY LITTRY;14;Calvados (14)
14371;28;Normandie;Normandie;Calvados;LIVAROT;14;Calvados (14)
14372;28;Normandie;Normandie;Calvados;LIVRY;14;Calvados (14)
14373;28;Normandie;Normandie;Calvados;LE LOCHEUR;14;Calvados (14)
14374;28;Normandie;Normandie;Calvados;LES LOGES;14;Calvados (14)
14375;28;Normandie;Normandie;Calvados;LES LOGES SAULCES;14;Calvados (14)
14376;28;Normandie;Normandie;Calvados;LONGRAYE;14;Calvados (14)
14377;28;Normandie;Normandie;Calvados;LONGUES SUR MER;14;Calvados (14)
14378;28;Normandie;Normandie;Calvados;LONGUEVILLE;14;Calvados (14)
14379;28;Normandie;Normandie;Calvados;LONGVILLERS;14;Calvados (14)
14380;28;Normandie;Normandie;Calvados;LOUCELLES;14;Calvados (14)
14381;28;Normandie;Normandie;Calvados;LOUVAGNY;14;Calvados (14)
14382;28;Normandie;Normandie;Calvados;LOUVIERES;14;Calvados (14)
14383;28;Normandie;Normandie;Calvados;LOUVIGNY;14;Calvados (14)
14384;28;Normandie;Normandie;Calvados;LUC SUR MER;14;Calvados (14)
14385;28;Normandie;Normandie;Calvados;MAGNY EN BESSIN;14;Calvados (14)
14386;28;Normandie;Normandie;Calvados;MAGNY LA CAMPAGNE;14;Calvados (14)
14387;28;Normandie;Normandie;Calvados;MAGNY LE FREULE;14;Calvados (14)
14388;28;Normandie;Normandie;Calvados;MAISONCELLES LA JOURDAN;14;Calvados (14)
14389;28;Normandie;Normandie;Calvados;MAISONCELLES PELVEY;14;Calvados (14)
14390;28;Normandie;Normandie;Calvados;MAISONCELLES SUR AJON;14;Calvados (14)
14391;28;Normandie;Normandie;Calvados;MAISONS;14;Calvados (14)
14392;28;Normandie;Normandie;Calvados;MAISY;14;Calvados (14)
14393;28;Normandie;Normandie;Calvados;MAIZET;14;Calvados (14)
14394;28;Normandie;Normandie;Calvados;MAIZIERES;14;Calvados (14)
14395;28;Normandie;Normandie;Calvados;MALLOUE;14;Calvados (14)
14396;28;Normandie;Normandie;Calvados;MALTOT;14;Calvados (14)
14397;28;Normandie;Normandie;Calvados;MANDEVILLE EN BESSIN;14;Calvados (14)
14398;28;Normandie;Normandie;Calvados;MANERBE;14;Calvados (14)
14399;28;Normandie;Normandie;Calvados;MANNEVILLE LA PIPARD;14;Calvados (14)
14400;28;Normandie;Normandie;Calvados;LE MANOIR;14;Calvados (14)
14401;28;Normandie;Normandie;Calvados;MANVIEUX;14;Calvados (14)
14402;28;Normandie;Normandie;Calvados;LE MARAIS LA CHAPELLE;14;Calvados (14)
14403;28;Normandie;Normandie;Calvados;MAROLLES;14;Calvados (14)
14404;28;Normandie;Normandie;Calvados;MARTAINVILLE;14;Calvados (14)
14405;28;Normandie;Normandie;Calvados;MARTIGNY SUR L ANTE;14;Calvados (14)
14406;28;Normandie;Normandie;Calvados;MARTRAGNY;14;Calvados (14)
14407;28;Normandie;Normandie;Calvados;MATHIEU;14;Calvados (14)
14408;28;Normandie;Normandie;Calvados;MAY SUR ORNE;14;Calvados (14)
14409;28;Normandie;Normandie;Calvados;MERVILLE FRANCEVILLE PLAGE;14;Calvados (14)
14410;28;Normandie;Normandie;Calvados;MERY CORBON;14;Calvados (14)
14411;28;Normandie;Normandie;Calvados;MESLAY;14;Calvados (14)
14412;28;Normandie;Normandie;Calvados;LE MESNIL AU GRAIN;14;Calvados (14)
14413;28;Normandie;Normandie;Calvados;LE MESNIL AUZOUF;14;Calvados (14)
14414;28;Normandie;Normandie;Calvados;LE MESNIL BACLEY;14;Calvados (14)
14415;28;Normandie;Normandie;Calvados;LE MESNIL BENOIST;14;Calvados (14)
14416;28;Normandie;Normandie;Calvados;LE MESNIL CAUSSOIS;14;Calvados (14)
14417;28;Normandie;Normandie;Calvados;MESNIL CLINCHAMPS;14;Calvados (14)
14418;28;Normandie;Normandie;Calvados;LE MESNIL DURAND;14;Calvados (14)
14419;28;Normandie;Normandie;Calvados;LE MESNIL EUDES;14;Calvados (14)
14420;28;Normandie;Normandie;Calvados;LE MESNIL GERMAIN;14;Calvados (14)
14421;28;Normandie;Normandie;Calvados;LE MESNIL GUILLAUME;14;Calvados (14)
14422;28;Normandie;Normandie;Calvados;LE MESNIL MAUGER;14;Calvados (14)
14423;28;Normandie;Normandie;Calvados;LE MESNIL PATRY;14;Calvados (14)
14424;28;Normandie;Normandie;Calvados;LE MESNIL ROBERT;14;Calvados (14)
14425;28;Normandie;Normandie;Calvados;LE MESNIL SIMON;14;Calvados (14)
14426;28;Normandie;Normandie;Calvados;LE MESNIL SUR BLANGY;14;Calvados (14)
14427;28;Normandie;Normandie;Calvados;LE MESNIL VILLEMENT;14;Calvados (14)
14428;28;Normandie;Normandie;Calvados;MESTRY;14;Calvados (14)
14429;28;Normandie;Normandie;Calvados;MEULLES;14;Calvados (14)
14430;28;Normandie;Normandie;Calvados;MEUVAINES;14;Calvados (14)
14431;28;Normandie;Normandie;Calvados;MEZIDON CANON;14;Calvados (14)
14432;28;Normandie;Normandie;Calvados;MISSY;14;Calvados (14)
14433;28;Normandie;Normandie;Calvados;MITTOIS;14;Calvados (14)
14434;28;Normandie;Normandie;Calvados;LE MOLAY;14;Calvados (14)
14435;28;Normandie;Normandie;Calvados;LES MONCEAUX;14;Calvados (14)
14436;28;Normandie;Normandie;Calvados;MONCEAUX EN BESSIN;14;Calvados (14)
14437;28;Normandie;Normandie;Calvados;MONDEVILLE;14;Calvados (14)
14438;28;Normandie;Normandie;Calvados;MONDRAINVILLE;14;Calvados (14)
14439;28;Normandie;Normandie;Calvados;MONFREVILLE;14;Calvados (14)
14440;28;Normandie;Normandie;Calvados;MONTAMY;14;Calvados (14)
14441;28;Normandie;Normandie;Calvados;MONT BERTRAND;14;Calvados (14)
14442;28;Normandie;Normandie;Calvados;MONTCHAMP;14;Calvados (14)
14443;28;Normandie;Normandie;Calvados;MONTCHAUVET;14;Calvados (14)
14444;28;Normandie;Normandie;Calvados;MONTEILLE;14;Calvados (14)
14445;28;Normandie;Normandie;Calvados;MONTFIQUET;14;Calvados (14)
14446;28;Normandie;Normandie;Calvados;MONTIGNY;14;Calvados (14)
14447;28;Normandie;Normandie;Calvados;MONTPINCON;14;Calvados (14)
14448;28;Normandie;Normandie;Calvados;MONTREUIL EN AUGE;14;Calvados (14)
14449;28;Normandie;Normandie;Calvados;MONTS EN BESSIN;14;Calvados (14)
14450;28;Normandie;Normandie;Calvados;MONTVIETTE;14;Calvados (14)
14451;28;Normandie;Normandie;Calvados;MORIERES;14;Calvados (14)
14452;28;Normandie;Normandie;Calvados;MORTEAUX COULIBOEUF;14;Calvados (14)
14453;28;Normandie;Normandie;Calvados;MOSLES;14;Calvados (14)
14454;28;Normandie;Normandie;Calvados;MOUEN;14;Calvados (14)
14455;28;Normandie;Normandie;Calvados;MOULINES;14;Calvados (14)
14456;28;Normandie;Normandie;Calvados;MOULT;14;Calvados (14)
14457;28;Normandie;Normandie;Calvados;LES MOUTIERS EN AUGE;14;Calvados (14)
14458;28;Normandie;Normandie;Calvados;LES MOUTIERS EN CINGLAIS;14;Calvados (14)
14459;28;Normandie;Normandie;Calvados;LES MOUTIERS HUBERT;14;Calvados (14)
14460;28;Normandie;Normandie;Calvados;MOYAUX;14;Calvados (14)
14461;28;Normandie;Normandie;Calvados;MUTRECY;14;Calvados (14)
14462;28;Normandie;Normandie;Calvados;NEUILLY LA FORET;14;Calvados (14)
14463;28;Normandie;Normandie;Calvados;NEUILLY LE MALHERBE;14;Calvados (14)
14464;28;Normandie;Normandie;Calvados;NEUVILLE;14;Calvados (14)
14465;28;Normandie;Normandie;Calvados;NONANT;14;Calvados (14)
14466;28;Normandie;Normandie;Calvados;NOROLLES;14;Calvados (14)
14467;28;Normandie;Normandie;Calvados;NORON L ABBAYE;14;Calvados (14)
14468;28;Normandie;Normandie;Calvados;NORON LA POTERIE;14;Calvados (14)
14469;28;Normandie;Normandie;Calvados;NORREY EN AUGE;14;Calvados (14)
14470;28;Normandie;Normandie;Calvados;NORREY EN BESSIN;14;Calvados (14)
14471;28;Normandie;Normandie;Calvados;NOTRE DAME DE COURSON;14;Calvados (14)
14472;28;Normandie;Normandie;Calvados;NOTRE DAME DE FRESNAY;14;Calvados (14)
14473;28;Normandie;Normandie;Calvados;NOTRE DAME DE LIVAYE;14;Calvados (14)
14474;28;Normandie;Normandie;Calvados;NOTRE DAME D ESTREES CORBON;14;Calvados (14)
14475;28;Normandie;Normandie;Calvados;NOYERS BOCAGE;14;Calvados (14)
14476;28;Normandie;Normandie;Calvados;OLENDON;14;Calvados (14)
14477;28;Normandie;Normandie;Calvados;ONDEFONTAINE;14;Calvados (14)
14478;28;Normandie;Normandie;Calvados;ORBEC;14;Calvados (14)
14479;28;Normandie;Normandie;Calvados;ORBOIS;14;Calvados (14)
14480;28;Normandie;Normandie;Calvados;OSMANVILLE;14;Calvados (14)
14481;28;Normandie;Normandie;Calvados;LES OUBEAUX;14;Calvados (14)
14482;28;Normandie;Normandie;Calvados;OUEZY;14;Calvados (14)
14483;28;Normandie;Normandie;Calvados;OUFFIERES;14;Calvados (14)
14484;28;Normandie;Normandie;Calvados;OUILLY DU HOULEY;14;Calvados (14)
14485;28;Normandie;Normandie;Calvados;OUILLY LE BASSET;14;Calvados (14)
14486;28;Normandie;Normandie;Calvados;OUILLY LE TESSON;14;Calvados (14)
14487;28;Normandie;Normandie;Calvados;OUILLY LE VICOMTE;14;Calvados (14)
14488;28;Normandie;Normandie;Calvados;OUISTREHAM;14;Calvados (14)
14489;28;Normandie;Normandie;Calvados;OUVILLE LA BIEN TOURNEE;14;Calvados (14)
14490;28;Normandie;Normandie;Calvados;PARFOURU L ECLIN;14;Calvados (14)
14491;28;Normandie;Normandie;Calvados;PARFOURU SUR ODON;14;Calvados (14)
14492;28;Normandie;Normandie;Calvados;PENNEDEPIE;14;Calvados (14)
14493;28;Normandie;Normandie;Calvados;PERCY EN AUGE;14;Calvados (14)
14494;28;Normandie;Normandie;Calvados;PERIERS EN AUGE;14;Calvados (14)
14495;28;Normandie;Normandie;Calvados;PERIERS SUR LE DAN;14;Calvados (14)
14496;28;Normandie;Normandie;Calvados;PERIGNY;14;Calvados (14)
14497;28;Normandie;Normandie;Calvados;PERRIERES;14;Calvados (14)
14498;28;Normandie;Normandie;Calvados;PERTHEVILLE NERS;14;Calvados (14)
14499;28;Normandie;Normandie;Calvados;PETIVILLE;14;Calvados (14)
14500;28;Normandie;Normandie;Calvados;PIERREFITTE EN AUGE;14;Calvados (14)
14501;28;Normandie;Normandie;Calvados;PIERREFITTE EN CINGLAIS;14;Calvados (14)
14502;28;Normandie;Normandie;Calvados;PIERREPONT;14;Calvados (14)
14503;28;Normandie;Normandie;Calvados;PIERRES;14;Calvados (14)
14504;28;Normandie;Normandie;Calvados;LE PIN;14;Calvados (14)
14505;28;Normandie;Normandie;Calvados;PLACY;14;Calvados (14)
14506;28;Normandie;Normandie;Calvados;PLANQUERY;14;Calvados (14)
14507;28;Normandie;Normandie;Calvados;PLEINES OEUVRES;14;Calvados (14)
14508;28;Normandie;Normandie;Calvados;LE PLESSIS GRIMOULT;14;Calvados (14)
14509;28;Normandie;Normandie;Calvados;PLUMETOT;14;Calvados (14)
14510;28;Normandie;Normandie;Calvados;LA POMMERAYE;14;Calvados (14)
14511;28;Normandie;Normandie;Calvados;PONT BELLANGER;14;Calvados (14)
14512;28;Normandie;Normandie;Calvados;PONTECOULANT;14;Calvados (14)
14513;28;Normandie;Normandie;Calvados;PONT FARCY;14;Calvados (14)
14514;28;Normandie;Normandie;Calvados;PONT L EVEQUE;14;Calvados (14)
14515;28;Normandie;Normandie;Calvados;PORT EN BESSIN HUPPAIN;14;Calvados (14)
14516;28;Normandie;Normandie;Calvados;POTIGNY;14;Calvados (14)
14517;28;Normandie;Normandie;Calvados;POUSSY LA CAMPAGNE;14;Calvados (14)
14518;28;Normandie;Normandie;Calvados;PREAUX ST SEBASTIEN;14;Calvados (14)
14519;28;Normandie;Normandie;Calvados;PREAUX BOCAGE;14;Calvados (14)
14520;28;Normandie;Normandie;Calvados;LE PRE D AUGE;14;Calvados (14)
14521;28;Normandie;Normandie;Calvados;PRESLES;14;Calvados (14)
14522;28;Normandie;Normandie;Calvados;PRETREVILLE;14;Calvados (14)
14523;28;Normandie;Normandie;Calvados;PROUSSY;14;Calvados (14)
14524;28;Normandie;Normandie;Calvados;PUTOT EN AUGE;14;Calvados (14)
14525;28;Normandie;Normandie;Calvados;PUTOT EN BESSIN;14;Calvados (14)
14526;28;Normandie;Normandie;Calvados;QUESNAY GUESNON;14;Calvados (14)
14527;28;Normandie;Normandie;Calvados;BIEVILLE QUETIEVILLE;14;Calvados (14)
14528;28;Normandie;Normandie;Calvados;QUETTEVILLE;14;Calvados (14)
14529;28;Normandie;Normandie;Calvados;RANCHY;14;Calvados (14)
14530;28;Normandie;Normandie;Calvados;RANVILLE;14;Calvados (14)
14531;28;Normandie;Normandie;Calvados;RAPILLY;14;Calvados (14)
14532;28;Normandie;Normandie;Calvados;LE RECULEY;14;Calvados (14)
14533;28;Normandie;Normandie;Calvados;REPENTIGNY;14;Calvados (14)
14534;28;Normandie;Normandie;Calvados;REUX;14;Calvados (14)
